91.055836	109058.884276
91.107163	4003.247861
91.214052	885.247464
91.397933	4963.454079
91.753911	4298.303274
92.059249	10767.668840
92.385612	1221.488972
92.701077	1782.796754
93.006535	975.708935
93.058648	581.502657
94.067044	4328.476122
103.056938	2294.409136
105.072347	32408.210244
105.211219	497.767203
106.075451	2517.901764
117.071023	629.026942
118.067966	1252.610572
119.088309	3851.737533
120.086024	1137.089738
132.083781	2969.141020
134.099255	5150.739595
136.078618	1695.298993
146.098968	10681.738627
147.101713	1075.656757
148.113476	979.966287
150.129698	772.163881
158.098492	1445.646920
160.114051	1803.644145
174.093774	661.752986
176.109280	1949.845053
184.114279	2136.255827
186.129464	19455.910377
187.132546	2893.329670
187.305325	42.608109
188.145573	263083.261683
188.221212	15747.411828
188.300103	10310.239502
188.380382	5471.323959
188.462632	2595.281348
188.546367	639.917351
188.680802	8975.303641
189.148428	61781.358907
189.607229	9733.136146
190.151334	3043.269614
190.511413	6049.076373
190.964645	4877.957453
191.418407	3848.035504
191.861972	3128.503934
192.323758	2945.555910
192.769630	2466.992508
193.228111	2153.267619
193.685334	601.266957
202.124878	12708.286487
203.128067	1917.295921
204.137690	766.810211
218.120363	571.692226
230.156650	606.450194
231.152679	1058.437708
281.203949	2098.429107
321.198982	1233.434913
321.940498	42.725645
322.027440	70.621055
322.201762	315.538436
323.214428	298379.601554
323.314230	16499.517067
323.418260	11095.057863
323.523275	5628.786094
323.630909	2815.322162
323.741845	727.460946
323.918119	9881.466218
324.217371	84925.756744
325.220381	9217.888564
325.676185	7453.586756
326.225114	7533.753614
326.850353	5743.076576
327.450789	4434.103168
328.034730	3578.862653
328.629995	2991.072974
329.224133	2602.133541
329.804619	2287.910794
333.197962	1064.521365
339.208496	2465.788984
340.211454	571.545613
